Semaine;Martinique (LC);Guadeloupe (GP);Saint Martin (ile d Amérique du nord) (MF);Republique Dominicaine (DO);Sainte Lucie (LC);Barbade (BB)
2019-11-24;38,00;66,50;9,50;9,50;9,50;19,00
2019-12-01;68,00;136,00;9,38;28,14;28,14;20,00
2019-12-08;67,00;76,24;9,24;27,72;46,21;29,00
2019-12-15;57,00;76,00;28,50;47,50;9,50;19,00
2019-12-22;63,00;95,67;0,00;21,00;0,00;0,00
2019-12-29;82,00;112,46;9,37;60,91;0,00;31,00
2020-01-05;84,00;109,67;18,67;74,67;0,00;37,00
2020-01-12;36,00;168,00;9,60;74,40;0,00;18,00
2020-01-19;76,00;57,00;0,00;57,00;0,00;19,00
2020-01-26;47,00;37,60;0,00;75,20;9,40;38,00
2020-02-02;57,00;152,00;9,50;47,50;0,00;19,00
2020-02-09;54,00;117,39;9,39;54,00;0,00;36,00
2020-02-16;46,00;108,10;9,20;52,90;0,00;9,00
2020-02-23;46,00;108,10;0,00;36,80;0,00;0,00
2020-03-01;9,00;51,75;9,00;18,00;0,00;0,00
2020-03-08;53,00;96,78;0,00;34,57;0,00;9,00
2020-03-15;26,00;80,36;0,00;35,45;0,00;0,00
2020-03-22;17,00;63,14;9,71;17,00;17,00;0,00
2020-03-29;17,00;53,43;9,71;9,71;9,71;9,00
2020-04-05;18,00;33,75;9,00;0,00;9,00;0,00
2020-04-12;17,00;36,43;0,00;17,00;0,00;9,00
2020-04-19;8,00;22,00;0,00;22,00;0,00;17,00
2020-04-26;8,00;26,67;8,00;18,67;0,00;8,00
2020-05-03;42,00;58,33;9,33;9,33;0,00;17,00
2020-05-10;0,00;7,00;0,00;7,00;0,00;0,00
2020-05-17;35,00;16,33;0,00;9,33;0,00;18,00
2020-05-24;25,00;47,73;0,00;15,91;0,00;17,00
2020-05-31;56,00;23,33;16,33;49,00;0,00;16,00
2020-06-07;32,00;22,86;0,00;6,86;0,00;8,00
2020-06-14;49,00;39,67;7,00;32,67;0,00;8,00
2020-06-21;35,00;44,33;0,00;9,33;9,33;17,00
2020-06-28;26,00;26,00;0,00;16,55;0,00;9,00
2020-07-05;36,00;55,20;0,00;26,40;0,00;18,00
2020-07-12;38,00;87,88;38,00;28,50;9,50;38,00
2020-07-19;0,00;21,00;0,00;4,00;0,00;20,00
2020-07-26;19,00;87,88;0,00;28,50;0,00;29,00
2020-08-02;19,00;47,50;9,50;0,00;19,00;9,00
2020-08-09;18,00;85,50;0,00;33,75;9,00;18,00
2020-08-16;9,00;69,75;0,00;9,00;0,00;9,00
2020-08-23;27,00;73,64;0,00;27,00;0,00;18,00
2020-08-30;18,00;67,50;0,00;24,75;9,00;0,00
2020-09-06;28,00;63,00;0,00;9,33;0,00;18,00
2020-09-13;9,00;27,00;9,00;18,00;9,00;9,00
2020-09-20;18,00;60,75;0,00;9,00;9,00;36,00
2020-09-27;45,00;63,95;0,00;9,47;0,00;0,00
2020-10-04;27,00;18,00;0,00;0,00;9,00;9,00
2020-10-11;19,00;28,50;0,00;19,00;0,00;38,00
2020-10-18;29,00;29,00;0,00;19,33;9,67;29,00
2020-10-25;36,00;19,20;0,00;9,60;0,00;9,00
2020-11-01;9,00;42,75;9,00;15,75;0,00;26,00
2020-11-08;9,00;36,00;9,00;36,00;0,00;9,00
2020-11-15;71,00;44,97;0,00;9,47;26,03;36,00
2020-11-22;27,00;56,45;0,00;19,64;9,82;0,00
2020-11-29;44,00;78,74;9,26;25,47;9,26;9,00
2020-12-06;73,00;82,42;0,00;18,84;0,00;18,00
2020-12-13;46,00;117,30;27,60;18,40;27,60;0,00
2020-12-20;20,00;125,00;0,00;30,00;0,00;10,00
2020-12-27;97,00;205,83;0,00;40,22;0,00;10,00
2021-01-03;100,00;172,09;0,00;0,00;0,00;9,00
2021-01-10;54,00;234,78;0,00;9,39;0,00;27,00
2021-01-17;44,00;157,47;18,53;18,53;0,00;35,00
2021-01-24;27,00;103,09;9,82;9,82;0,00;0,00
2021-01-31;27,00;122,73;0,00;9,82;0,00;18,00
2021-02-07;9,00;69,75;0,00;9,00;0,00;0,00
2021-02-14;28,00;102,67;0,00;9,33;0,00;0,00
2021-02-21;19,00;38,00;19,00;0,00;0,00;0,00
2021-02-28;37,00;9,25;0,00;27,75;0,00;0,00
2021-03-07;45,00;28,42;0,00;9,47;0,00;0,00
2021-03-14;26,00;35,45;0,00;9,45;0,00;17,00
2021-03-21;46,00;71,30;9,20;18,40;0,00;9,00
2021-03-28;88,00;49,95;0,00;19,03;0,00;0,00
2021-04-04;73,00;82,42;0,00;0,00;0,00;0,00
2021-04-11;56,00;46,67;9,33;18,67;0,00;28,00
2021-04-18;29,00;19,33;0,00;9,67;0,00;10,00
2021-04-25;18,00;54,00;9,00;54,00;9,00;9,00
2021-05-02;0,00;8,00;0,00;15,00;4,00;9,00
2021-05-09;9,00;54,00;0,00;27,00;9,00;9,00
2021-05-16;44,00;44,00;9,26;18,53;9,26;0,00
2021-05-23;37,00;101,75;18,50;27,75;27,75;9,00
2021-05-30;9,00;63,00;9,00;63,00;0,00;9,00
2021-06-06;38,00;66,50;0,00;9,50;0,00;19,00
2021-06-13;28,00;37,33;9,33;28,00;0,00;0,00
2021-06-20;28,00;65,33;0,00;18,67;0,00;0,00
2021-06-27;28,00;65,33;0,00;28,00;9,33;9,00
2021-07-04;40,00;129,41;21,18;0,00;0,00;0,00
2021-07-11;92,00;143,90;21,23;51,90;0,00;0,00
2021-07-18;46,00;46,00;0,00;34,50;0,00;0,00
2021-07-25;42,00;72,33;21,00;21,00;9,33;11,00
2021-08-01;42,00;72,33;0,00;9,33;0,00;21,00
2021-08-08;43,00;97,94;33,44;33,44;21,50;0,00
2021-08-15;10,00;67,50;22,50;32,50;22,50;0,00
2021-08-22;0,00;9,00;5,00;14,00;0,00;22,00
2021-08-29;11,00;19,80;11,00;61,60;0,00;0,00
2021-09-05;56,00;77,00;11,67;77,00;23,33;0,00
2021-09-12;22,00;56,22;0,00;68,44;0,00;0,00
2021-09-19;22,00;80,67;0,00;56,22;0,00;22,00
2021-09-26;21,00;63,00;11,67;32,67;0,00;11,00
2021-10-03;42,00;72,33;9,33;9,33;9,33;0,00
2021-10-10;43,00;76,44;11,94;54,94;0,00;0,00
2021-10-17;32,00;32,00;0,00;61,71;11,43;42,00
2021-10-24;32,00;32,00;0,00;0,00;11,43;21,00
2021-10-31;22,00;102,67;22,00;22,00;0,00;0,00
2021-11-07;25,00;86,36;25,00;84,09;0,00;13,00
