Semaine;Martinique (LC);Guadeloupe (GP);Saint Martin (ile d Amérique du nord) (MF);Republique Dominicaine (DO);Sainte Lucie (LC);Barbade (BB)
2019-10-20;6,00;6,00;6,00;84,00;36,00;59,00
2019-10-27;7,00;7,00;14,00;91,00;42,00;56,00
2019-11-03;8,00;8,00;8,00;64,00;24,00;69,00
2019-11-10;10,00;10,00;10,00;80,00;30,00;53,00
2019-11-17;6,00;12,00;6,00;102,00;36,00;74,00
2019-11-24;11,00;11,00;11,00;60,50;44,00;73,00
2019-12-01;9,00;4,50;9,00;63,00;31,50;66,00
2019-12-08;12,00;12,00;12,00;90,00;36,00;56,00
2019-12-15;7,00;7,00;21,00;98,00;49,00;62,00
2019-12-22;5,00;10,00;15,00;80,00;45,00;74,00
2019-12-29;12,00;6,00;24,00;102,00;72,00;90,00
2020-01-05;10,00;10,00;20,00;95,00;50,00;99,00
2020-01-12;16,00;10,67;21,33;106,67;58,67;79,00
2020-01-19;10,00;10,00;15,00;85,00;55,00;81,00
2020-01-26;11,00;5,50;11,00;93,50;44,00;72,00
2020-02-02;10,00;10,00;20,00;85,00;50,00;75,00
2020-02-09;7,00;7,00;28,00;140,00;91,00;80,00
2020-02-16;9,00;9,00;13,50;94,50;40,50;86,00
2020-02-23;7,00;21,00;21,00;154,00;63,00;66,00
2020-03-01;9,00;4,50;9,00;85,50;31,50;74,00
2020-03-08;6,00;12,00;18,00;138,00;48,00;65,00
2020-03-15;6,00;6,00;12,00;114,00;24,00;61,00
2020-03-22;3,00;3,00;3,00;30,00;9,00;39,00
2020-03-29;3,00;3,00;6,00;33,00;9,00;32,00
2020-04-05;6,00;6,00;6,00;42,00;18,00;44,00
2020-04-12;4,00;4,00;4,00;36,00;16,00;30,00
2020-04-19;7,00;7,00;7,00;56,00;21,00;39,00
2020-04-26;8,00;8,00;8,00;72,00;24,00;41,00
2020-05-03;5,00;5,00;5,00;50,00;25,00;36,00
2020-05-10;3,00;3,00;3,00;33,00;9,00;42,00
2020-05-17;6,00;6,00;6,00;72,00;24,00;50,00
2020-05-24;6,00;6,00;6,00;66,00;24,00;40,00
2020-05-31;7,00;7,00;14,00;91,00;28,00;40,00
2020-06-07;5,00;5,00;10,00;70,00;25,00;36,00
2020-06-14;13,00;6,50;6,50;78,00;32,50;51,00
2020-06-21;4,00;4,00;8,00;48,00;20,00;35,00
2020-06-28;5,00;5,00;5,00;65,00;20,00;40,00
2020-07-05;6,00;6,00;6,00;90,00;24,00;79,00
2020-07-12;5,00;10,00;5,00;65,00;25,00;99,00
2020-07-19;5,00;5,00;5,00;70,00;20,00;79,00
2020-07-26;2,00;8,00;8,00;56,00;16,00;72,00
2020-08-02;9,00;4,50;4,50;49,50;18,00;58,00
2020-08-09;8,00;8,00;16,00;88,00;40,00;62,00
2020-08-16;8,00;8,00;8,00;120,00;24,00;64,00
2020-08-23;9,00;4,50;4,50;49,50;22,50;49,00
2020-08-30;5,00;5,00;5,00;55,00;25,00;51,00
2020-09-06;9,00;4,50;9,00;54,00;22,50;52,00
2020-09-13;6,00;6,00;12,00;78,00;30,00;54,00
2020-09-20;7,00;7,00;7,00;98,00;35,00;52,00
2020-09-27;6,00;12,00;6,00;78,00;24,00;49,00
2020-10-04;6,00;6,00;6,00;72,00;36,00;46,00
2020-10-11;5,00;10,00;5,00;60,00;25,00;39,00
2020-10-18;9,00;4,50;4,50;58,50;22,50;37,00
2020-10-25;6,00;3,00;6,00;66,00;24,00;42,00
2020-11-01;5,00;5,00;5,00;50,00;15,00;30,00
2020-11-08;10,00;10,00;10,00;65,00;20,00;39,00
2020-11-15;11,00;5,50;11,00;71,50;22,00;45,00
2020-11-22;4,00;4,00;2,00;48,00;20,00;44,00
2020-11-29;4,00;4,00;4,00;48,00;20,00;40,00
2020-12-06;3,00;3,00;6,00;42,00;18,00;36,00
2020-12-13;7,00;14,00;14,00;84,00;28,00;42,00
2020-12-20;5,00;5,00;10,00;75,00;20,00;42,00
2020-12-27;6,00;6,00;12,00;84,00;36,00;63,00
2021-01-03;6,00;6,00;6,00;90,00;48,00;52,00
2021-01-10;5,00;10,00;10,00;75,00;35,00;55,00
2021-01-17;4,00;4,00;8,00;68,00;28,00;47,00
2021-01-24;3,00;3,00;3,00;39,00;21,00;48,00
2021-01-31;6,00;6,00;12,00;90,00;24,00;53,00
2021-02-07;6,00;6,00;6,00;84,00;36,00;49,00
2021-02-14;5,00;5,00;10,00;100,00;40,00;51,00
2021-02-21;5,00;5,00;10,00;90,00;35,00;45,00
2021-02-28;9,00;4,50;9,00;81,00;31,50;51,00
2021-03-07;6,00;6,00;6,00;114,00;42,00;50,00
2021-03-14;7,00;7,00;21,00;147,00;63,00;50,00
2021-03-21;8,00;4,00;8,00;84,00;32,00;55,00
2021-03-28;9,00;9,00;13,50;81,00;36,00;56,00
2021-04-04;10,00;10,00;10,00;105,00;40,00;61,00
2021-04-11;9,00;4,50;13,50;99,00;40,50;64,00
2021-04-18;8,00;8,00;8,00;80,00;40,00;60,00
2021-04-25;6,00;6,00;12,00;114,00;42,00;55,00
2021-05-02;10,00;5,00;15,00;105,00;35,00;55,00
2021-05-09;9,00;4,50;9,00;81,00;45,00;58,00
2021-05-16;9,00;9,00;13,50;108,00;40,50;51,00
2021-05-23;9,00;4,50;9,00;103,50;40,50;66,00
2021-05-30;3,00;12,00;18,00;126,00;54,00;59,00
2021-06-06;5,00;10,00;15,00;105,00;55,00;57,00
2021-06-13;8,00;8,00;24,00;160,00;72,00;53,00
2021-06-20;6,00;6,00;18,00;138,00;54,00;59,00
2021-06-27;5,00;10,00;15,00;105,00;45,00;73,00
2021-07-04;13,00;19,50;19,50;156,00;52,00;71,00
2021-07-11;55,00;38,50;11,00;132,00;44,00;59,00
2021-07-18;11,00;11,00;22,00;115,50;49,50;61,00
2021-07-25;9,00;4,50;4,50;94,50;36,00;63,00
2021-08-01;6,00;12,00;18,00;120,00;36,00;72,00
2021-08-08;7,00;14,00;14,00;133,00;42,00;66,00
2021-08-15;7,00;7,00;14,00;154,00;42,00;61,00
2021-08-22;8,00;16,00;16,00;120,00;48,00;46,00
2021-08-29;5,00;10,00;10,00;90,00;20,00;53,00
2021-09-05;8,00;4,00;8,00;68,00;32,00;59,00
2021-09-12;9,00;9,00;9,00;85,50;27,00;62,00
2021-09-19;6,00;12,00;12,00;114,00;30,00;42,00
2021-09-26;12,00;12,00;12,00;114,00;30,00;49,00
2021-10-03;5,00;5,00;10,00;85,00;25,00;60,00
2021-10-10;7,00;7,00;14,00;126,00;42,00;56,00
2021-10-17;9,00;9,00;9,00;90,00;27,00;57,00
2021-10-24;7,00;14,00;21,00;126,00;42,00;54,00
2021-10-31;8,00;8,00;24,00;144,00;56,00;50,00
2021-11-07;9,00;4,50;9,00;76,50;31,50;48,00
