Semaine;Martinique (LC);Guadeloupe (GP);Saint Martin (ile d Amérique du nord) (MF);Republique Dominicaine (DO);Sainte Lucie (LC);Barbade (BB)
2020-06-14;30,00;51,00;3,00;4,50;0,75;5,00
2020-06-21;28,00;51,58;2,95;2,95;2,95;2,00
2020-06-28;40,00;56,30;1,48;4,44;8,89;1,00
2020-07-05;32,00;44,19;3,05;4,57;4,57;0,50
2020-07-12;28,00;47,16;2,95;4,42;2,95;8,00
2020-07-19;27,00;49,50;4,50;1,50;1,50;4,00
2020-07-26;34,00;45,83;2,96;2,96;2,96;1,00
2020-08-02;30,00;43,50;7,50;6,00;6,00;2,00
2020-08-09;46,00;59,35;1,48;2,97;2,97;2,00
2020-08-16;39,00;55,50;4,50;1,50;1,50;6,00
2020-08-23;34,00;53,22;2,96;2,96;1,48;2,00
2020-08-30;36,00;42,00;3,00;3,00;3,00;2,00
2020-09-06;33,00;55,50;3,00;6,00;1,50;2,00
2020-09-13;32,00;50,29;4,57;4,57;1,52;7,00
2020-09-20;30,00;57,00;3,00;3,00;3,00;4,00
2020-09-27;32,00;45,71;3,05;4,57;1,52;3,00
2020-10-04;32,00;45,71;4,57;3,05;1,52;2,00
2020-10-11;42,00;49,50;6,00;3,00;3,00;4,00
2020-10-18;49,00;46,03;1,48;5,94;2,97;1,00
2020-10-25;38,00;44,08;3,04;3,04;1,52;3,00
2020-11-01;19,00;32,15;2,92;2,92;0,73;1,00
2020-11-08;25,00;41,18;1,47;8,82;1,47;4,00
2020-11-15;32,00;41,14;4,57;4,57;1,52;3,00
2020-11-22;33,00;58,50;3,00;9,00;1,50;8,00
2020-11-29;44,00;69,79;4,55;4,55;1,52;2,00
2020-12-06;72,00;73,50;10,50;3,00;6,00;2,00
2020-12-13;89,00;102,58;9,05;7,54;12,07;2,00
2020-12-20;61,00;94,55;10,68;6,10;3,05;1,00
2020-12-27;85,00;126,75;4,47;14,91;2,98;2,00
2021-01-03;91,00;149,18;8,95;14,92;2,98;3,00
2021-01-10;100,00;150,00;9,09;12,12;3,03;2,00
2021-01-17;85,00;147,63;4,47;8,95;1,49;4,00
2021-01-24;59,00;96,82;6,05;4,54;1,51;2,00
2021-01-31;52,00;99,54;4,46;2,97;1,49;2,00
2021-02-07;34,00;57,65;4,43;4,43;1,48;1,00
2021-02-14;46,00;65,93;3,07;4,60;1,53;2,00
2021-02-21;32,00;56,73;4,36;2,91;2,91;2,00
2021-02-28;41,00;57,70;3,04;4,56;1,52;1,00
2021-03-07;31,00;51,15;3,10;4,65;1,55;0,00
2021-03-14;31,00;54,25;3,10;3,10;1,55;1,00
2021-03-21;30,00;43,50;4,50;4,50;1,50;2,00
2021-03-28;25,00;42,65;1,47;1,47;1,47;3,00
2021-04-04;21,00;40,50;1,50;7,50;3,00;2,00
2021-04-11;23,00;39,87;4,60;6,13;3,07;5,00
2021-04-18;31,00;51,67;7,38;5,90;1,48;4,00
2021-04-25;27,00;49,50;3,00;3,00;1,50;1,00
2021-05-02;41,00;56,19;4,56;4,56;1,52;2,00
2021-05-09;36,00;57,00;3,00;4,50;3,00;1,00
2021-05-16;39,00;49,50;4,50;6,00;1,50;2,00
2021-05-23;34,00;57,65;2,96;4,43;1,48;2,00
2021-05-30;43,00;59,89;4,61;3,07;1,54;3,00
2021-06-06;46,00;64,40;7,67;6,13;1,53;3,00
2021-06-13;47,00;69,74;6,06;1,52;1,52;2,00
2021-06-20;40,00;59,26;2,96;8,89;1,48;4,00
2021-06-27;47,00;68,23;3,03;6,06;1,52;0,50
2021-07-04;43,00;59,89;3,07;4,61;1,54;2,00
2021-07-11;59,00;86,23;4,54;4,54;1,51;2,00
2021-07-18;51,00;76,50;4,50;4,50;4,50;3,00
2021-07-25;67,00;107,20;5,96;4,47;1,49;2,00
2021-08-01;41,00;101,74;7,59;7,59;1,52;4,00
2021-08-08;54,00;88,50;6,00;9,00;1,50;1,00
2021-08-15;41,00;71,37;4,56;7,59;3,04;4,00
2021-08-22;33,00;60,00;6,00;7,50;1,50;21,00
2021-08-29;25,00;50,00;1,56;6,25;1,56;3,00
2021-09-05;31,00;45,76;1,48;8,86;2,95;3,00
2021-09-12;23,00;41,69;4,31;5,75;1,44;3,00
2021-09-19;35,00;50,22;4,57;7,61;0,76;5,00
2021-09-26;33,00;58,50;3,00;7,50;3,00;3,00
2021-10-03;45,00;63,00;3,00;7,50;1,50;2,00
2021-10-10;38,00;59,28;3,04;9,12;3,04;7,00
2021-10-17;43,00;65,24;4,45;7,41;1,48;1,00
2021-10-24;47,00;77,84;5,88;7,34;1,47;5,00
2021-10-31;52,00;78,00;9,18;6,12;3,06;3,00
2021-11-07;60,00;76,50;10,50;10,50;1,50;4,00
